disease, disease_url, summary
Heart Valve Diseases,https://medlineplus.gov/heartvalvediseases.html,Your heart has four valves. Normally; these valves open to let blood flow through or out of your heart; and then shut to keep it from flowing backward. But sometimes they don't work properly. If they don't; you could have
Vital Signs,https://medlineplus.gov/vitalsigns.html,Your vital signs show how well your body is functioning. They are usually measured at doctor's offices; often as part of a health checkup; or during an emergency room visit. They include
Heart Surgery,https://medlineplus.gov/heartsurgery.html,Heart surgery can correct problems with the heart if other treatments haven't worked or can't be used. The most common type of heart surgery for adults is coronary artery bypass grafting (CABG). During CABG; a healthy artery or vein from the body is connected; or grafted; to a blocked coronary (heart) artery.
Heart Health Tests,https://medlineplus.gov/hearthealthtests.html,Heart diseases are the number one killer in the U.S. They are also a major cause of disability. If you do have a heart disease; it is important to find it early; when it is easier to treat. Blood tests and heart health tests can help find heart diseases or identify problems that can lead to heart diseases. There are several different types of heart health tests. Your doctor will decide which test or tests you need; based on your symptoms (if any); risk factors; and medical history.
Heart Transplantation,https://medlineplus.gov/hearttransplantation.html,A heart transplant removes a damaged or diseased heart and replaces it with a healthy one. The healthy heart comes from a donor who has died. It is the last resort for people with heart failure when all other treatments have failed. The heart failure might have been caused by coronary heart disease; damaged heart valves or heart muscles; congenital heart defects; or viral infections of the heart.
Heart Valve Diseases,https://medlineplus.gov/heartvalvediseases.html,Your heart has four valves. Normally; these valves open to let blood flow through or out of your heart; and then shut to keep it from flowing backward. But sometimes they don't work properly. If they don't; you could have
Heartburn,https://medlineplus.gov/heartburn.html,Heartburn is a painful burning feeling in your chest or throat. It happens when stomach acid backs up into your esophagus; the tube that carries food from your mouth to your stomach.
Heat Illness,https://medlineplus.gov/heatillness.html,Your body normally cools itself by sweating.  During hot weather; especially with high humidity; sweating just isn't enough.  Your body temperature can rise to dangerous levels and you can develop a heat illness.  Most heat illnesses occur from staying out in the heat too long. Exercising too much for your age and physical condition are also factors. Older adults; young children and those who are sick or overweight are most at risk. Drinking fluids to prevent dehydration; replenishing salt and minerals; and limiting time in the heat can help.
Heat Illness,https://medlineplus.gov/heatillness.html,Your body normally cools itself by sweating.  During hot weather; especially with high humidity; sweating just isn't enough.  Your body temperature can rise to dangerous levels and you can develop a heat illness.  Most heat illnesses occur from staying out in the heat too long. Exercising too much for your age and physical condition are also factors. Older adults; young children and those who are sick or overweight are most at risk. Drinking fluids to prevent dehydration; replenishing salt and minerals; and limiting time in the heat can help.
Heel Injuries and Disorders,https://medlineplus.gov/heelinjuriesanddisorders.html,Heel problems are common and can be painful. Often; they result from too much stress on your heel bone and the tissues that surround it. That stress can come from
Choking,https://medlineplus.gov/choking.html,Food or small objects can cause choking if they get caught in your throat and block your airway. This keeps oxygen from getting to your lungs and brain. If your brain goes without oxygen for more than four minutes; you could have brain damage or die.
Helicobacter Pylori Infections,https://medlineplus.gov/helicobacterpyloriinfections.html,Helicobacter pylori (H. pylori) is a type of bacteria that causes infection in the stomach. It is found in about two-thirds of the world's population. It may be spread by unclean food and water; but researchers aren't sure. It causes Peptic ulcers and can also cause stomach cancer.
Benign Tumors,https://medlineplus.gov/benigntumors.html,Tumors are abnormal growths in your body. They can be either benign or malignant. Benign tumors aren't cancer. Malignant ones are. Benign tumors grow only in one place. They cannot spread or invade other parts of your body. Even so; they can be dangerous if they press on vital organs; such as your brain.
